description_zh,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_total_dietary_g,sugars_g,fe_mg,na_mg,serving_size_g,description_en,source
牛肉，肋眼，烤，去骨,0.0,0.0,16.85,0.0,0.0,0.0,2.09,49.4,0.0,"beef, chuck, roast, boneless",foundation
牛肉，胸肉,231.0,29.41,12.04,0.0,0.0,0.0,2.74,377.0,60.0,"Beef, brisket",fndd
牛肉，腹肉，牛排，无骨，精选，生,0.0,20.13125,9.399,0.0,0.0,0.0,1.834,51.3,0.0,"Beef, flank, steak, boneless, choice, raw",foundation
牛肉，草饲，80%瘦，20%肥，生,0.0,0.0,15.37,0.0,0.0,0.0,2.61,56.7,0.0,"Beef, ground, grass-fed, 80% lean, 20% fat, raw",foundation
牛肉，草饲，90%瘦，10%肥，生,0.0,0.0,12.425,0.0,0.0,0.0,2.105,60.7,0.0,"Beef, ground, grass-fed, 90% lean, 10% fat, raw",foundation
牛肉，顶级圆瘦肉，生，第29号动物精选部位,0.0,23.9,1.31,0.0,0.0,0.0,0.0,0.0,0.0,"Proximates, Beef, Top Round roast/steak, lean only, raw, animal 29, select",foundation
牛肉，顶级圆腩肉，仅瘦，生，动物级16，精选,0.0,24.2,1.99,0.0,0.0,0.0,0.0,0.0,0.0,"Proximates, Beef, Top Round roast/steak, lean only, raw, animal 16, select",foundation
牛肉，顶级圆腰肉，精选，生，瘦高蛋白配方22。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Vit D, thiamin, panto - Beef, Top Round roast/steak, select, raw, comp22, lean",foundation
牛肉，顶级圆腿肉，仅瘦，生，第23号动物选择部位,0.0,23.2,4.23,0.0,0.0,0.0,0.0,0.0,0.0,"Proximates, Beef, Top Round roast/steak, lean only, raw, animal 23, select",foundation
牛肉，顶级圆臀肉块/牛排，精选，生，综合13，瘦肉型,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Se - Beef, Top Round roast/steak, select, raw, comp13, lean",foundation
牛肉，顶级圆臀肉，仅瘦，生，第5号动物级，精选,0.0,23.8,2.77,0.0,0.0,0.0,0.0,0.0,0.0,"Proximates, Beef, Top Round roast/steak, lean only, raw, animal 5, select",foundation
牛肉，顶级圆臀肉，仅瘦，生，精选11号动物部位,0.0,23.8,2.57,0.0,0.0,0.0,0.0,0.0,0.0,"Proximates, Beef, Top Round roast/steak, lean only, raw, animal 11, select",foundation
牛肉，顶级圆臀肉，仅限瘦部位，生肉，选择级22号动物,0.0,23.6,2.77,0.0,0.0,0.0,0.0,0.0,0.0,"Proximates, Beef, Top Round roast/steak, lean only, raw, animal 22, select",foundation
牛肉，顶级圆臀肉，仅限瘦部，生肉，动物级18，精选,0.0,24.9,2.43,0.0,0.0,0.0,0.0,0.0,0.0,"Proximates, Beef, Top Round roast/steak, lean only, raw, animal 18, select",foundation
牛肉，顶部圆瘦肉，生，精选10号动物瘦肉部位,0.0,24.9,2.35,0.0,0.0,0.0,0.0,0.0,0.0,"Proximates, Beef, Top Round roast/steak, lean only, raw, animal 10, select",foundation
牛肉，顶部圆臀肉，仅瘦，生，28号动物，精选,0.0,22.7,1.16,0.0,0.0,0.0,0.0,0.0,0.0,"Proximates, Beef, Top Round roast/steak, lean only, raw, animal 28, select",foundation
牛肉，顶部圆臀肉，仅瘦，生，36号动物，精选,0.0,22.2,3.27,0.0,0.0,0.0,0.0,0.0,0.0,"Proximates, Beef, Top Round roast/steak, lean only, raw, animal 36, select",foundation
牛肉，顶部圆臀肉，仅瘦，生，动物级17，精选,0.0,23.8,3.5,0.0,0.0,0.0,0.0,0.0,0.0,"Proximates, Beef, Top Round roast/steak, lean only, raw, animal 17, select",foundation
牛肉，顶部圆臀肉，仅瘦，生，动物级35，精选,0.0,22.8,0.53,0.0,0.0,0.0,0.0,0.0,0.0,"Proximates, Beef, Top Round roast/steak, lean only, raw, animal 35, select",foundation
牛肉，预包装或熟食，午餐肉,115.0,18.62,3.69,0.64,0.0,0.29,2.05,853.0,56.0,"Beef, prepackaged or deli, luncheon meat",fndd
牛肉，预包装或熟食，午餐肉，低钠,115.0,18.62,3.69,0.64,0.0,0.29,2.05,640.0,56.0,"Beef, prepackaged or deli, luncheon meat, reduced sodium",fndd
牛肚,89.0,12.6,3.85,0.0,0.0,0.0,0.62,425.0,51.5,Tripe,fndd
牛肝或小牛肝配洋葱,129.0,16.68,3.6,6.97,0.5,1.78,3.85,276.0,147.0,"Liver, beef or calves, and onions",fndd
牛腩，烤制，无骨，精选，生,0.0,18.4,17.8,0.0,0.0,0.0,2.059,48.44,0.0,"Beef, chuck, roast, boneless, choice, raw",foundation
牛蒡，煮熟,100.0,1.6,2.89,18.06,3.4,3.02,0.84,135.0,97.5,"Burdock, cooked",fndd
牛蛙腿,220.0,14.38,12.4,11.72,0.5,0.2,2.03,387.0,25.0,Frog legs,fndd
牛里脊 Steak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.5,"Beef, top loin steak, boneless, 0"" fat trim, raw (TL033-R-2)",foundation
牛里脊烤肉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,453.42857142857144,"Beef, Tenderloin Roast, cooked (TR34-C-10)",foundation
牛里脊牛排,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.73333333333335,"Beef, Top Loin steak, boneless, L_choice, raw, comp3, lean (32BLTLSB/33BLTLSB)",foundation
牛颈骨,257.0,25.9,16.46,0.0,0.0,0.0,2.18,357.0,50.0,"Beef, neck bones",fndd
牡蛎薄脆,418.0,9.46,8.64,74.05,2.8,1.29,5.57,941.0,16.5,"Crackers, oyster",fndd
牡蛎蘑菇,0.0,0.0,0.2,0.0,2.665,0.0,0.6375,0.0,0.0,"MUSHROOMS, OYSTER",foundation
牧场沙拉酱,430.0,1.32,44.54,5.9,0.0,4.69,0.3,810.0,30.0,Ranch dressing,fndd
牧场沙拉酱，常规口味,432.0,2.55,45.18,3.94,0.3,2.48,0.32,718.0,60.0,"Ranch dip, regular",fndd
牧场风味酸奶蘸酱,195.0,8.48,16.09,4.13,0.3,3.41,0.29,646.0,60.0,"Ranch dip, yogurt based",fndd
牧羊人派,123.0,7.64,6.3,8.72,1.5,1.88,0.93,264.0,230.0,Shepherd's pie,fndd
犹太面包球汤,73.0,3.09,1.96,10.68,0.9,1.07,0.6,264.0,245.0,"Soup, Matzo ball",fndd
狗鱼,172.0,21.47,5.58,7.79,0.3,0.14,1.16,304.0,137.5,"Fish, pike",fndd
狮鬃菇,0.0,0.0,0.26,0.0,0.0,0.0,0.585,0.0,0.0,"MUSHROOMS, LIONS MANE",foundation
猕猴桃,0.0,0.0,0.6075,0.0,0.0,0.0,0.2775,6.666666666666667,0.0,"Kiwi, Pass 2, Region 1, MO2, NFY010CI5",foundation
猪大肠,240.5,19.46,18.065,0.0,0.0,0.0,1.205,433.0,68.75,Chitterlings,fndd
猪排，瘦肥兼食,195.0,26.97,9.17,0.01,0.0,0.0,0.61,351.0,105.0,"Pork, chop, lean and fat eaten",fndd
猪排，精瘦肉食用部分,171.0,28.03,5.94,0.0,0.0,0.0,0.6,356.0,105.0,"Pork, chop, lean only eaten",fndd
猪排，裹粉烤制,275.0,24.16,15.8,7.2,0.4,0.62,2.05,352.0,75.0,"Pork, steak, coated",fndd
猪排，裹粉，仅食用瘦肉部位,208.0,25.99,7.74,7.16,0.4,0.62,1.02,413.0,105.0,"Pork, chop, coated, lean only eaten",fndd
猪排，裹粉，未指明肥瘦食用部位,219.0,25.54,9.18,7.2,0.4,0.62,1.02,385.0,105.0,"Pork, chop, coated, NS as to fat eaten",fndd
猪排，裹粉，肥瘦相间食用,229.0,25.06,10.58,7.16,0.4,0.62,1.02,409.0,105.0,"Pork, chop, coated, lean and fat eaten",fndd
猪排，里脊部位，生,0.0,22.8125,5.475,-0.5625,0.0,0.0,0.418,38.8,0.0,"Pork, chop, center cut, raw",foundation
猪油,902.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,12.0,Lard,fndd
猪皮渣,544.0,61.3,31.3,0.0,0.0,0.0,0.88,1818.0,30.0,Pork skin rinds,fndd
猪耳朵,236.0,26.15,13.78,0.0,0.0,0.0,1.1,364.0,85.0,"Pork, ears",fndd
猪肉、土豆及蔬菜（包括胡萝卜、西兰花和/或深绿色叶菜）；肉汁,126.0,4.98,6.84,11.22,1.4,0.95,0.41,306.0,220.5,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",fndd
猪肉、土豆和不含胡萝卜、西兰花及深绿色叶菜的蔬菜炖汁,126.0,5.03,6.43,12.37,1.3,0.9,0.41,301.0,220.5,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",fndd
猪肉、土豆和不含胡萝卜、西兰花及深绿色叶菜的蔬菜；无酱料,133.0,6.59,5.44,14.94,1.7,1.12,0.52,308.0,141.5,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",fndd
猪肉、土豆和蔬菜（不含胡萝卜、西兰花和深绿叶菜），番茄酱风味,127.0,5.12,6.64,12.28,1.6,1.74,0.63,301.0,220.5,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",fndd
猪肉、土豆和蔬菜（包括胡萝卜、西兰花和/或深绿叶菜）；番茄酱拌,128.0,5.03,7.06,11.24,1.7,1.78,0.64,308.0,220.5,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",fndd
猪肉、土豆和蔬菜（包括胡萝卜、西兰花和/或深绿色叶菜），无酱料,128.0,6.55,5.43,13.44,1.8,1.19,0.52,316.0,141.5,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",fndd
猪肉三明治,226.0,17.73,5.47,25.45,1.2,2.76,2.04,403.0,115.0,Pork sandwich,fndd
猪肉三明治，芝士味,246.0,18.14,8.99,22.32,1.0,2.77,1.8,496.0,135.0,"Pork sandwich, with cheese",fndd
猪肉卷,329.0,13.07,28.39,4.49,0.0,0.0,0.63,1377.0,45.0,"Pork, roll",fndd
猪肉卷饼,310.0,11.42,20.85,19.22,0.7,2.68,2.0,708.0,85.0,Pig in a blanket,fndd
猪肉土豆饼,186.0,12.94,13.66,1.96,0.5,0.56,0.9,486.0,166.0,Pork hash,fndd
猪肉干,412.0,35.0,24.73,9.73,0.0,9.75,2.45,1810.0,31.0,Pork jerky,fndd
猪肉或火腿汤,48.0,3.14,2.17,4.04,0.8,1.1,0.32,247.0,342.5,"Soup, pork or ham",fndd
猪肉排，填充式,190.0,18.37,9.04,7.82,1.0,0.0,0.73,414.0,135.0,"Pork, chop, stuffed",fndd
猪肉排，瘦肉食用,230.0,26.71,12.8,0.0,0.0,0.0,1.83,318.0,75.0,"Pork, steak, lean only eaten",fndd
猪肉排，瘦肥兼食,264.0,25.15,17.36,0.01,0.0,0.0,1.73,316.0,75.0,"Pork, steak, lean and fat eaten",fndd
猪肉末,299.0,26.92,21.22,0.0,0.0,0.0,1.15,395.0,85.0,"Pork, ground",fndd
猪肉末，生,0.0,17.80625,17.515,0.0,0.0,0.0,0.7978000000000001,54.065,0.0,"Pork, ground, raw",foundation
猪肉杂菜（不含胡萝卜、西兰花和深绿叶菜）；无土豆，大豆调味酱,149.0,11.4,9.37,4.34,1.0,1.56,0.74,251.0,190.0,"Pork and vegetables excluding carrots, broccoli, and dark- green leafy; no potatoes, soy-based sauce",fndd
猪肉杂菜（不含胡萝卜、西兰花和深绿叶蔬菜；无土豆，无酱料）,124.0,10.07,7.03,5.52,1.2,1.06,0.6,319.0,141.5,"Pork and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",fndd
猪肉洋葱大豆酱烧,149.0,11.06,9.14,5.43,0.8,2.17,0.66,245.0,224.0,Pork and onions with soy-based sauce,fndd
猪肉炒面/杂碎，无面条,98.0,10.34,4.3,3.85,0.8,1.76,0.64,250.0,192.5,"Pork chow mein or chop suey, no noodles",fndd
猪肉炒面或者杂碎炒面线,143.0,10.41,6.38,11.17,1.5,1.55,1.35,325.0,220.0,Pork chow mein or chop suey with noodles,fndd
猪肉牛肉肠,333.0,15.92,27.98,2.4,0.0,1.04,1.38,840.0,35.0,Pork and beef sausage,fndd
猪肉玉米卷 - NFY09028H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pantothenic Acid, Tamale, Pork (TX-TR) - NFY09028H",foundation
猪肉玉米粽子,174.0,7.38,9.04,15.8,2.4,0.0,0.87,473.0,142.0,"Restaurant, Latino, tamale, pork",foundation
猪肉芝士玉米饼卷,260.0,16.06,12.83,18.87,1.3,1.45,2.21,438.0,105.0,"Taco, flour tortilla, pork, cheese",fndd
猪肉蔬菜烤肉串（不含土豆）,124.0,13.87,5.17,5.06,0.8,2.37,0.66,216.0,154.0,"Pork shish kabob with vegetables, excluding potatoes",fndd
猪肉蔬菜烩菜（含胡萝卜、西兰花及/或深绿色叶菜）；不含土豆，番茄酱基底,111.0,7.76,7.13,4.48,1.7,2.51,0.88,304.0,218.0,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",fndd
猪肉蔬菜饭（不含胡萝卜、西兰花和深绿叶蔬菜），番茄酱调味,133.0,5.64,5.07,16.08,1.0,1.4,1.03,304.0,280.0,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",fndd
猪肉蔬菜饭，含胡萝卜、西兰花及/或深绿叶菜，番茄酱调味,129.0,5.61,5.07,14.96,1.1,1.45,1.03,310.0,280.0,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",fndd
猪肉蔬菜饭，含胡萝卜、西兰花及/或深绿叶蔬菜；大豆调味酱,144.0,9.96,7.89,7.9,1.1,1.31,0.81,222.0,217.0,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",fndd
猪肉蔬菜（不含胡萝卜、西兰花和深绿叶蔬菜）；无土豆，番茄酱基底,118.0,7.81,7.14,6.44,1.5,2.42,0.88,305.0,218.0,"Pork and vegetables excluding  carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",fndd
猪肉蔬菜（含胡萝卜、西兰花及/或深绿色叶菜）；不含土豆，无酱料,123.0,11.2,7.27,3.14,1.5,1.33,0.67,317.0,141.5,"Pork and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",fndd
猪肉蛋芙蓉,149.0,13.29,8.25,4.78,0.3,3.06,1.21,325.0,131.0,Pork egg foo yung,fndd
猪肉豆奶酪玉米卷饼,222.0,11.53,9.2,22.73,2.4,1.6,2.21,463.0,105.0,"Taco, flour tortilla, pork, with beans, cheese",fndd
猪肉豆子,105.0,4.52,0.89,21.57,4.4,8.23,1.4,391.0,195.0,Pork and beans,fndd
猪肉豆腐蔬菜（不含胡萝卜、西兰花和深绿叶蔬菜）；无土豆，大豆酱 base,118.0,7.21,8.05,4.45,1.0,1.66,0.76,232.0,190.0,"Pork, tofu, and vegetables, excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",fndd
猪肉豆腐蔬菜（含胡萝卜、西兰花及/或深绿叶菜）；无土豆，大豆酱基底,116.0,7.0,7.77,4.75,1.2,1.6,0.76,238.0,190.0,"Pork, tofu, and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-base sauce",fndd
猪肉里脊肉去骨,0.0,0.0,7.89,0.0,0.0,0.0,0.4415,39.7,0.0,"pork, loin, boneless",foundation
猪肉饭配蔬菜（不含胡萝卜、西兰花和深绿色叶菜），大豆酱调味,147.0,10.25,8.15,7.75,0.9,1.36,0.81,217.0,217.0,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",fndd
猪肉香肠,325.0,18.53,27.25,1.42,0.0,1.09,1.2,814.0,35.0,Pork sausage,fndd
猪肉，墨西哥炖肉风味,271.0,24.57,18.33,0.0,0.0,0.0,1.72,440.0,135.0,"Pork, carnitas",fndd
猪肉，脆皮,569.0,45.03,41.74,0.0,0.0,0.0,0.75,1289.0,90.0,"Pork, cracklings",fndd
猪脚肉,236.0,21.77,15.92,0.0,0.0,0.0,0.97,380.0,85.0,"Pork, pig's feet",fndd
猪腩肉玉米饼（塔马莱）- 维生素B2（核黄素）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Riboflavin, Tamale, Pork (TX-TR) - NFY09028J",foundation
猪里脊肉,134.0,24.65,3.38,0.09,0.0,0.0,1.09,339.0,30.0,"Pork, tenderloin",fndd
猪里脊肉，去骨，生,0.0,21.35,6.683999999999999,0.0,0.0,0.0,0.6906,40.795,0.0,"Pork, loin, boneless, raw",foundation
猪里脊肉，无骨,0.0,0.0,3.88,0.0,0.0,0.0,0.911,41.45,0.0,"pork, tenderloin, boneless",foundation
猴头菇,0.0,2.5,0.2563,7.5897,4.248,0.0,0.6883,0.3363,0.0,"MUSHROOMS, LION'S MANE",foundation
玉米,102.5,3.19,3.3899999999999997,18.215,1.95,6.1,0.51,113.5,95.0,"Corn, cooked, from restaurant",fndd
玉米 煮熟,88.0,2.23,3.74,13.93,1.9,4.32,0.26,208.0,85.0,"Corn, NS as to form, cooked",fndd
玉米卷肉,324.0,12.08,18.8,25.76,1.8,1.96,2.55,413.0,190.0,"Chimichanga, meat",fndd
玉米卷肉饼，无芝士,243.0,15.15,13.18,15.94,2.2,0.31,1.69,359.0,100.0,"Taco, meat, no cheese",fndd
玉米卷，无肉,165.0,6.37,8.2,17.34,3.1,0.9,1.01,474.0,150.0,"Enchilada, no meat",fndd
玉米方块谷物,369.0,7.88,2.61,77.14,5.4,10.44,28.47,729.0,30.0,"Cereal, corn squares",fndd
玉米方块，调味,380.0,5.58,3.32,80.74,4.7,25.94,9.8,662.0,40.0,"Cereal, corn squares, flavored",fndd
玉米条,567.0,5.46,36.54,54.54,0.8,3.57,1.69,928.0,31.5,Cheese flavored corn snacks (Cheetos),fndd
玉米汤 pozole,43.0,3.38,1.23,4.59,0.9,0.98,0.26,248.0,245.0,"Soup, pozole",fndd
玉米油,900.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,65.53333333333333,CORN OIL,foundation
玉米泡芙谷物,371.0,7.74,2.57,77.82,7.3,12.24,27.99,525.0,25.0,"Cereal, corn puffs",fndd
玉米焗烤或玉米布丁,116.0,4.54,5.12,14.98,1.5,4.63,0.57,310.0,160.5,"Corn, scalloped or pudding",fndd
玉米煎饼,404.0,7.37,27.14,33.55,1.6,3.03,2.25,339.0,70.0,"Fritter, corn",fndd
玉米片,494.5,6.215,25.355,62.72,3.875,2.5625,7.8999999999999995,637.0,41.25,"Cereal, corn flakes, plain",fndd
玉米片配鸡肉豆子,203.0,9.62,10.48,18.26,2.0,0.38,1.0,425.0,135.0,"Nachos, chicken, with beans",fndd
玉米片，仅芝士味,266.0,4.46,15.74,27.83,2.0,0.45,0.88,547.0,135.0,"Nachos, cheese only",fndd
玉米片，低钠,549.0,6.84,33.63,56.75,3.9,0.41,1.16,295.0,45.0,"Corn chips, reduced sodium",fndd
玉米片，低钠含量,489.0,9.35,19.84,68.08,4.5,0.72,1.36,13.0,30.0,"Tortilla chips, reduced sodium",fndd
玉米片，原味,472.0,7.1,20.68,67.78,5.4,0.78,1.52,328.0,30.0,"Tortilla chips, plain",fndd
玉米片，风味 (Fritos),536.0,6.14,33.19,56.98,4.0,0.27,1.19,704.0,45.0,"Corn chips, flavored (Fritos)",fndd
玉米牛肉三明治,257.0,14.67,11.22,23.72,2.8,2.69,2.53,697.0,115.0,Corned beef sandwich on wheat,fndd
玉米牛肉三明治白面包,259.0,13.65,11.02,25.68,1.2,2.76,2.64,702.0,115.0,Corned beef sandwich on white,fndd
玉米牛肉三明治配芝士,274.0,14.68,13.69,22.51,1.0,2.77,2.3,750.0,135.0,"Corned beef sandwich on white, with cheese",fndd
玉米牛肉碎,164.0,8.73,10.24,9.27,1.1,0.34,1.0,412.0,220.0,Corned beef hash,fndd
玉米牛肉，土豆，和蔬菜（不含胡萝卜，西兰花，和深绿叶蔬菜）；无酱料,127.0,4.84,5.38,15.35,1.7,1.14,0.67,312.0,141.5,"Corned beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",fndd
玉米狗,250.0,8.57,12.02,26.96,1.0,7.54,1.9,668.0,88.0,Corn dog,fndd
玉米粉,364.0,6.2,1.67,80.8,4.324999999999999,0.0,4.44,0.0,0.0,"FLOUR, CORN, YELLOW (FINE MEAL) (ENRICHED)",foundation
玉米粉条，波多黎各风味,415.0,6.92,20.97,48.38,2.4,1.03,2.75,414.0,20.0,"Cornmeal stick, Puerto Rican style",fndd
玉米粉，玉米粉，黄色，干，生,0.0,0.0,4.31,0.0,6.54,0.0,1.2,2.56,0.0,"Corn flour, masa harina, yellow, dry, raw",foundation
玉米粉，玉米面，白色，干，生,0.0,0.0,4.13,0.0,6.93,0.0,1.42,3.68,0.0,"Corn flour, masa harina, white, dry, raw",foundation
玉米粉，玛萨拉粉，白色或黄色，干燥，生,0.0,7.5625,4.34,76.6895,7.038,0.0,1.698,2.733,0.0,"Corn flour, masa harina, white or yellow, dry, raw",foundation
玉米粽，无肉,186.0,3.48,7.21,26.68,3.2,7.42,0.53,277.0,140.0,"Tamale, no meat",fndd
玉米糁,58.0,1.2,0.28,12.41,0.7,0.09,0.46,70.0,240.0,"Grits, regular or quick, made with water, no added fat",fndd
玉米糁，煮熟的,88.0,1.45,2.91,13.8,2.4,1.47,0.6,501.0,127.5,"Hominy, cooked",fndd
玉米糊,68.4,1.16,1.528,12.264,0.6599999999999999,0.1619999999999999,0.528,79.2,240.0,"Cornmeal mush, NS as to fat",fndd
玉米糊，加脂肪,71.0,1.11,1.84,12.25,0.6,0.26,0.64,82.0,240.0,"Cornmeal mush, fat added",fndd
玉米糖浆,283.0,0.0,0.2,76.79,0.0,76.77,0.0,62.0,40.0,Corn syrup,fndd
玉米罐头,67.0,2.29,1.22,14.34,2.0,4.44,0.27,205.0,83.0,"Corn, canned, cooked, no added fat",fndd
玉米罐头，煮熟，加脂肪,88.0,2.23,3.74,13.93,1.9,4.32,0.26,208.0,85.0,"Corn, canned, cooked, fat added, NS as to fat type",fndd
玉米脆,446.0,8.5,15.64,71.86,6.9,0.61,1.67,564.0,71.0,Corn nuts,fndd
玉米脆麦片,358.0,6.96,1.21,79.81,0.4,9.85,26.69,505.0,25.0,"Cereal, rice crispy, plain",fndd
玉米面包,300.6666666666667,7.016666666666667,7.733333333333334,50.86000000000001,1.8,12.616666666666664,2.8233333333333337,466.0,147.66666666666666,"Bread, cornmeal and molasses",fndd
玉米面包杯,307.0,7.02,10.51,45.94,1.6,7.34,2.88,519.0,55.5,"Cornbread muffin, stick, round, made from home recipe",fndd
玉米面包松饼，棒状，圆形,305.0,5.9,8.4,51.0,3.4,17.78,2.81,385.0,55.5,"Cornbread muffin, stick, round",fndd
玉米面包鸡,167.0,13.78,8.21,9.38,0.4,0.24,1.04,458.0,79.5,Chicken cornbread,fndd
玉米面包，烤制,313.0,8.69,4.2,60.72,1.8,16.43,4.33,346.0,25.5,"Bread, cornmeal and molasses, toasted",fndd
玉米面鸡或火鸡蔬菜沙拉,237.0,7.6,14.45,19.27,1.2,3.47,2.48,561.0,120.5,Cornmeal dressing with chicken or turkey and vegetables,fndd
玉米饮料,44.0,0.84,0.21,9.4,0.5,0.19,0.49,135.0,240.0,Corn beverage,fndd
玉米饼壳,368.0,5.13,16.49,50.345,4.8,1.11,2.67,350.0,35.0,"Gordita/sope shell, plain, no filling",fndd
玉米饼或派，炸,218.0,3.98,4.64,41.18,3.0,5.91,2.35,483.0,15.0,"Corn flour patty or tart, fried",fndd
玉米饼汤,148.5,7.425000000000001,7.42,13.73,1.7000000000000002,0.995,0.655,311.5,256.25,Chilaquiles,fndd
玉米饼牛肉芝士塔可,249.0,15.47,13.94,15.3,2.1,0.34,1.61,375.0,105.0,"Taco, corn tortilla, beef, cheese",fndd
玉米饼牛肉豆奶酪塔可,212.0,10.63,10.61,19.14,3.2,0.49,1.43,397.0,105.0,"Taco, corn tortilla, beef, with beans, cheese",fndd
玉米饼猪肉,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Carotenoids, Tamale, Pork (TX-TR) - NFY090289",foundation
玉米饼猪肉塔可配豆和芝士,214.0,10.31,10.89,19.14,3.2,0.49,1.25,395.0,105.0,"Taco, corn tortilla, pork, with beans, cheese",fndd
玉米饼猪肉芝士塔可,251.0,14.82,14.5,15.3,2.1,0.34,1.25,369.0,105.0,"Taco, corn tortilla, pork, cheese",fndd
玉米饼皮,218.0,5.7,2.85,44.64,6.3,0.88,1.23,45.0,44.0,"Tortilla, corn",fndd
玉米饼肉,296.0,16.99,19.36,13.12,1.0,0.32,2.6,330.0,175.0,"Gordita, meat",fndd
玉米饼芝士,324.0,10.65,21.59,22.39,1.7,0.74,2.16,490.0,125.0,"Gordita, cheese only",fndd
玉米饼豆奶酪塔可,176.0,5.8,7.28,22.99,4.2,0.64,1.24,420.0,105.0,"Taco, corn tortilla, with beans, cheese",fndd
玉米饼豆馅,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Amino Acids, Pupusas, Bean, flat stuffed corn biscuit (TX-TR) - NFY0901VO",foundation
玉米饼豆馅饼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pantothenic Acid, Pupusas, Bean, flat stuffed corn biscuit (MD,NM) - NFY0901WS",foundation
玉米饼鸡肉塔可配豆和芝士,193.0,11.02,8.44,19.14,3.2,0.49,1.02,399.0,105.0,"Taco, corn tortilla, chicken, with beans, cheese",fndd
玉米饼鸡肉芝士塔可,211.0,16.23,9.6,15.3,2.1,0.34,0.8,378.0,105.0,"Taco, corn tortilla, chicken, cheese",fndd
玉米饼，带豆子,260.0,7.36,13.78,26.81,4.4,1.54,2.19,409.0,190.0,"Chimichanga, with beans",fndd
玉米饼，炸,254.0,3.34,9.78,37.79,1.8,0.76,2.25,417.0,61.0,"Corn pone, fried",fndd
玉米饼，烤的,214.0,3.5,4.31,39.68,1.9,0.79,2.36,437.0,233.0,"Corn pone, baked",fndd
玉米饼，配豆泥,207.0,5.83,11.81,20.17,2.9,0.6,2.05,365.0,175.0,"Gordita, with beans",fndd
玉米饼，非即食型,262.0,6.95,5.42,47.01,4.9,2.3,2.43,372.0,44.0,"Tortilla, NFS",fndd
玉米饼，鸡肉，配蔬菜,283.0,7.35,15.09,29.91,2.0,2.75,1.45,446.0,105.0,"Empanada, chicken, with vegetables",fndd
玉米馅饼,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Amino Acids, Pupusas, Bean, flat stuffed corn biscuit (CA-LA) - NFY0901XO",foundation
